image,attack,branch,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
gauguin_256.jpg,jpeg_q95,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.995875,33497,0
gauguin_256.jpg,jpeg_q95,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.996514,33540,0
gauguin_256.jpg,jpeg_q85,identity,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.890481,30990,0
gauguin_256.jpg,jpeg_q85,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.847929,26963,0
gauguin_256.jpg,jpeg_q85,real_jpeg_q70,11101001100100000111100001001010,11000001100100000111000001000011,0.843750,0.479093,30549,0
gauguin_256.jpg,jpeg_q85,real_jpeg_q50,11101001100100000111100001001010,11000001110100000111100001001011,0.875000,0.779887,30764,0
gauguin_256.jpg,jpeg_q85,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.889856,30977,0
gauguin_256.jpg,jpeg_q85,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.891121,30895,0
gauguin_256.jpg,jpeg_q85,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.892292,31250,0
gauguin_256.jpg,jpeg_q85,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100000001001,0.906250,0.890367,30783,0
gauguin_256.jpg,jpeg_q75,identity,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.917878,31177,0
gauguin_256.jpg,jpeg_q75,real_jpeg_q90,11101001100100000111100001001010,11000001100100000111100001001010,0.937500,0.892354,25416,0
gauguin_256.jpg,jpeg_q75,real_jpeg_q70,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.817869,30192,0
gauguin_256.jpg,jpeg_q75,real_jpeg_q50,11101001100100000111100001001010,10100000000100100111100000010010,0.750000,0.456431,16505,0
gauguin_256.jpg,jpeg_q75,jpeg_mask_keep10,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.918594,31198,0
gauguin_256.jpg,jpeg_q75,jpeg_mask_keep8,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.919789,31196,0
gauguin_256.jpg,jpeg_q75,jpeg_mask_keep6,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.917828,30962,0
gauguin_256.jpg,jpeg_q75,jpeg_mask_keep4,11101001100100000111100001001010,11100001100100000111100001001010,0.968750,0.924158,31230,0
gauguin_256.jpg,jpeg_q65,identity,11101001100100000111100001001010,11100001110100000111100001011011,0.875000,0.897050,33877,0
gauguin_256.jpg,jpeg_q65,real_jpeg_q90,11101001100100000111100001001010,11100001110100000111100001011010,0.906250,0.880366,32342,0
