image,scheme,scaling_w,area_percent,block_count,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q30,1001001011,1001001010,0.900000,0,10010010111001001011100100101110,10010010101100011010101100000100,0.718750,42.8154,30.0014,8598,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q20,1001001011,1000000011,0.800000,0,10010010111001001011100100101110,10000000110000000011100000000001,0.656250,42.8154,28.6277,7082,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,resize_0.25_jpeg_q50,1001001011,1001001001,0.900000,0,10010010111001001011100100101110,10010010010001001011101000000101,0.750000,42.8154,27.9377,17967,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,none,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,41.3468,41.3468,20312,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,41.3468,12.3157,19956,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,41.3468,14.4134,16034,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q30,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,00010010111001001011100100101111,0.937500,41.3468,25.2302,9804,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q20,1001001011,0000000000,0.500000,0,10010010111001001011100100101110,00000000000000000011000000000010,0.593750,41.3468,23.8158,1712,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,41.3468,20.6713,14567,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,none,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,42.4972,42.4972,20107,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10000010001001001011000100101110,0.875000,42.4972,10.1553,20523,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,42.4972,11.1326,16231,0
